item_name,wav_path,wav_fn,language,singer,song_name,group_name,mix,falsetto,breathy,vibrato,glissando,pharyngeal,any_tech,mix_variant,label_signature,binary_role,family_bucket,family_primary_blocker,family_blockers,family_released_flags,family_candidate_subtype,family_candidate_subtype_conf,family_mix_support,family_head_bias,family_weak_mix_support,family_mean_pitch_hz,family_best_voice_mix_prob,family_best_voice_mix_margin,family_best_voice_type,family_strongest_mix_event_type,family_strongest_mix_subtype,family_strongest_mix_base_voice_type
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#后来#Control_Group#0006,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\后来\Control_Group\0006.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/后来/Control_Group/0006.wav,Chinese,ZH-Alto-1,后来,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,runtime_false_positive_family,passes_rule_core,passes_rule_core,,weak_mix,0.608125,0.599553,0.72824,0.627719,222.758286,0.568642,0.143642,falsetto,strong_mix,strong_mix,chest
Chinese#ZH-Alto-1#Breathy#成都#Control_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\成都\Control_Group\0008.wav,Chinese/ZH-Alto-1/Breathy/成都/Control_Group/0008.wav,Chinese,ZH-Alto-1,成都,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,runtime_false_positive_family,passes_rule_core,passes_rule_core,,weak_mix,0.679416,0.513216,0.920672,0.613948,257.282501,0.562858,0.137858,falsetto,strong_mix,strong_mix,chest
Chinese#ZH-Alto-1#Breathy#成都#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\成都\Control_Group\0005.wav,Chinese/ZH-Alto-1/Breathy/成都/Control_Group/0005.wav,Chinese,ZH-Alto-1,成都,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,runtime_false_positive_family,passes_rule_core,passes_rule_core,,strong_mix,0.717011,0.658324,0.186032,0.658324,262.322968,0.556945,0.131945,chest_voice,strong_mix,strong_mix,chest
Chinese#ZH-Alto-1#Vibrato#我喜欢上你时的内心活动#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\我喜欢上你时的内心活动\Control_Group\0005.wav,Chinese/ZH-Alto-1/Vibrato/我喜欢上你时的内心活动/Control_Group/0005.wav,Chinese,ZH-Alto-1,我喜欢上你时的内心活动,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,runtime_false_positive_family,reject_pure_head_low_pitch,reject_pure_head_low_pitch,pure_learned_head_mix,weak_mix,0.697624,0.407393,1.0,0.599107,233.086243,0.556625,0.131625,falsetto,strong_mix,strong_mix,chest
Chinese#ZH-Alto-1#Pharyngeal#我好想你#Control_Group#0010,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\我好想你\Control_Group\0010.wav,Chinese/ZH-Alto-1/Pharyngeal/我好想你/Control_Group/0010.wav,Chinese,ZH-Alto-1,我好想你,Control_Group,0,1,0,1,1,0,1,non_mix,010110,control_negative,runtime_false_positive_family,passes_rule_core,passes_rule_core,pure_learned_head_mix,weak_mix,0.859131,0.404807,1.0,0.595305,577.448975,0.555028,0.130028,falsetto,weak_mix,weak_mix,falsetto
Chinese#ZH-Alto-1#Pharyngeal#我好想你#Control_Group#0008,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\我好想你\Control_Group\0008.wav,Chinese/ZH-Alto-1/Pharyngeal/我好想你/Control_Group/0008.wav,Chinese,ZH-Alto-1,我好想你,Control_Group,0,1,0,1,1,0,1,non_mix,010110,control_negative,runtime_false_positive_family,passes_rule_core,passes_rule_core,pure_learned_head_mix,weak_mix,0.857114,0.402285,1.0,0.591595,506.100372,0.55347,0.12847,falsetto,weak_mix,weak_mix,falsetto
Chinese#ZH-Alto-1#Vibrato#好久不见#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\好久不见\Control_Group\0002.wav,Chinese/ZH-Alto-1/Vibrato/好久不见/Control_Group/0002.wav,Chinese,ZH-Alto-1,好久不见,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,runtime_false_positive_family,reject_pure_head_low_pitch,reject_pure_head_low_pitch,pure_learned_head_mix,weak_mix,0.736866,0.380418,1.0,0.559438,311.126617,0.539964,0.114964,falsetto,weak_mix,weak_mix,falsetto
Chinese#ZH-Alto-1#Vibrato#大鱼#Control_Group#0007,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\大鱼\Control_Group\0007.wav,Chinese/ZH-Alto-1/Vibrato/大鱼/Control_Group/0007.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,runtime_false_positive_family,reject_pure_head_low_pitch,reject_pure_head_low_pitch,pure_learned_head_mix,weak_mix,0.792884,0.367914,1.0,0.54105,386.799316,0.532241,0.107241,falsetto,strong_mix,strong_mix,chest
Chinese#ZH-Alto-1#Pharyngeal#听海#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\听海\Control_Group\0002.wav,Chinese/ZH-Alto-1/Pharyngeal/听海/Control_Group/0002.wav,Chinese,ZH-Alto-1,听海,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,runtime_false_positive_family,passes_rule_core,passes_rule_core,pure_learned_head_mix,weak_mix,0.834824,0.35909,1.0,0.528074,513.027588,0.526791,0.101791,falsetto,weak_mix,weak_mix,falsetto
Chinese#ZH-Alto-1#Pharyngeal#大鱼#Control_Group#0002,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\大鱼\Control_Group\0002.wav,Chinese/ZH-Alto-1/Pharyngeal/大鱼/Control_Group/0002.wav,Chinese,ZH-Alto-1,大鱼,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,runtime_false_positive_family,passes_rule_core,passes_rule_core,pure_learned_head_mix,weak_mix,0.825716,0.343706,1.0,0.50545,448.173737,0.517289,0.092289,falsetto,weak_mix,weak_mix,falsetto
Chinese#ZH-Alto-1#Vibrato#安和桥#Control_Group#0005,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Vibrato\安和桥\Control_Group\0005.wav,Chinese/ZH-Alto-1/Vibrato/安和桥/Control_Group/0005.wav,Chinese,ZH-Alto-1,安和桥,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,runtime_false_positive_family,passes_rule_core,passes_rule_core,,weak_mix,0.632437,0.433944,0.920368,0.497193,246.932053,0.513821,0.088821,falsetto,weak_mix,weak_mix,falsetto
Chinese#ZH-Alto-1#Mixed_Voice_and_Falsetto#剑伤#Control_Group#0004,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Mixed_Voice_and_Falsetto\剑伤\Control_Group\0004.wav,Chinese/ZH-Alto-1/Mixed_Voice_and_Falsetto/剑伤/Control_Group/0004.wav,Chinese,ZH-Alto-1,剑伤,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,runtime_false_positive_family,passes_rule_core,passes_rule_core,pure_learned_head_mix,weak_mix,0.805532,0.333914,1.0,0.49105,422.561066,0.511241,0.086241,falsetto,weak_mix,weak_mix,falsetto
Chinese#ZH-Alto-1#Pharyngeal#听海#Control_Group#0015,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Pharyngeal\听海\Control_Group\0015.wav,Chinese/ZH-Alto-1/Pharyngeal/听海/Control_Group/0015.wav,Chinese,ZH-Alto-1,听海,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,runtime_false_positive_family,passes_rule_core,passes_rule_core,pure_learned_head_mix,weak_mix,0.814356,0.316226,1.0,0.465038,568.250916,0.500316,0.075316,falsetto,weak_mix,weak_mix,falsetto
Chinese#ZH-Alto-1#Breathy#成都#Control_Group#0001,D:\-MindEcho-main\ml_dl_models\gtsinger_multitech\dataset\raw\Chinese\ZH-Alto-1\Breathy\成都\Control_Group\0001.wav,Chinese/ZH-Alto-1/Breathy/成都/Control_Group/0001.wav,Chinese,ZH-Alto-1,成都,Control_Group,0,0,0,0,1,0,1,non_mix,000010,control_negative,runtime_false_positive_family,reject_pure_head_low_pitch,reject_pure_head_low_pitch,pure_learned_head_mix,weak_mix,0.750001,0.301449,1.0,0.443307,374.86554,0.491189,0.066189,falsetto,strong_mix,strong_mix,chest
